                                                                                                                                                                                                                                                                                                                                                                                                                                    #
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="BirthDeath.t:article_0_1_0_0_1_248_2_1_2" spec="beast.evolution.speciation.BirthDeathGernhard08Model">
#            <parameter id="relativeDeathRate2.t:article_0_1_0_0_1_248_2_1_2" lower="0.0" name="relativeDeathRate" upper="1.0">0.5</parameter>
#            <parameter id="birthRate2.t:article_0_1_0_0_1_248_2_1_2" lower="0.0" name="birthDiffRate" upper="10000.0">1.0</parameter>
#            <tree id="Tree.t:article_0_1_0_0_1_248_2_1_2">
#                <taxonset id="TaxonSet.article_0_1_0_0_1_248_2_1_2" spec="beast.evolution.alignment.TaxonSet">
#                </taxonset>
#            </tree>
#        </distribution>
#        <prior id="BirthRatePrior.t:article_0_1_0_0_1_248_2_1_2" name="distribution" x="@birthRate2.t:article_0_1_0_0_1_248_2_1_2">
#            <Uniform id="Uniform.0" name="distr" upper="1000.0"/>
#        </prior>
#        <prior id="DeathRatePrior.t:article_0_1_0_0_1_248_2_1_2" name="distribution" x="@relativeDeathRate2.t:article_0_1_0_0_1_248_2_1_2">
#            <Uniform id="Uniform.01" name="distr"/>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution">
#        <distribution data="@article_0_1_0_0_1_248_2_1_2" id="treeLikelihood.article_0_1_0_0_1_248_2_1_2" spec="beast.evolution.likelihood.TreeLikelihood" tree="@Tree.t:article_0_1_0_0_1_248_2_1_2">
#            <siteModel id="SiteModel.s:article_0_1_0_0_1_248_2_1_2" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate.s:article_0_1_0_0_1_248_2_1_2" name="mutationRate">1.0</parameter>
#                <parameter estimate="false" id="gammaShape.s:article_0_1_0_0_1_248_2_1_2" name="shape">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:article_0_1_0_0_1_248_2_1_2" lower="0.0" name="proportionInvariant" upper="1.0">0.0</parameter>
#                <substModel id="JC69.s:article_0_1_0_0_1_248_2_1_2" spec="beast.evolution.substitutionmodel.JukesCantor"/>
#            </siteModel>
#            <branchRateModel id="StrictClock.c:article_0_1_0_0_1_248_2_1_2" spec="beast.evolution.branchratemodel.StrictClockModel">
#                <parameter estimate="false" id="clockRate.c:article_0_1_0_0_1_248_2_1_2" name="clock.rate">1.0</parameter>
#            </branchRateModel>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood	TreeHeight	BirthDeath	birthRate2	relativeDeathRate2	
44000	-208427.13538734475	-208542.5452601271	115.40987278235606	-208542.5452601271	0.15256588366111548	122.3176280613382	18.080034376597506	0.02023817680545147	
45000	-208430.3880722481	-208546.7117259105	116.32365366240542	-208546.7117259105	0.15041450160237108	123.23140894138756	17.371538536668563	0.033265372505733616	
46000	-208426.0719454224	-208541.38699899468	115.31505357228816	-208541.38699899468	0.1515161643042726	122.2228088512703	16.06285929524507	0.08063966006586151	
47000	-208424.14134548762	-208538.17276933911	114.03142385149356	-208538.17276933911	0.15244555646707963	120.9391791304757	13.65433731341257	0.15278879957865263	
48000	-208432.3187256968	-208547.54652318795	115.22779749114575	-208547.54652318795	0.1526713525855281	122.13555277012789	17.09380723454539	0.07214797862337449	
49000	-208430.59761265106	-208545.98724229983	115.38962964877084	-208545.98724229983	0.15226187163101015	122.29738492775297	15.905647473259677	0.0949159522963148	
50000	-208428.12894089276	-208543.38193938747	115.25299849472715	-208543.38193938747	0.1529691228575892	122.16075377370929	17.376332095920056	0.025813789201333804	
51000	-208423.65079806536	-208536.6261753282	112.97537726281851	-208536.6261753282	0.1526738956365731	119.88313254180065	16.171043557944063	0.23992221742689893	
52000	-208421.62741092042	-208534.726773585	113.09936266455856	-208534.726773585	0.15305429164662607	120.00711794354069	19.25616772608454	0.1339899005769586	
53000	-208418.34009459964	-208533.6963172757	115.35622267604161	-208533.6963172757	0.15271078796701998	122.26397795502375	17.798870042690176	0.027704589566182682	
54000	-208431.89559337855	-208542.35971549564	110.46412211710191	-208542.35971549564	0.15478868210813648	117.37187739608405	13.772453677824927	0.42949341803363383	
55000	-208418.82950522332	-208534.80381423899	115.97430901567613	-208534.80381423899	0.15424951551171964	122.88206429465826	17.05605782190166	0.010677886559511195	
56000	-208423.8274552183	-208539.3272952787	115.49984006038306	-208539.3272952787	0.1541409025997526	122.4075953393652	15.96826609510609	0.047580387564606086	
57000	-208420.68122759805	-208535.9787153967	115.29748779864786	-208535.9787153967	0.1541409025997526	122.20524307763	15.557999718343764	0.04658592649476564	
58000	-208423.08269488253	-208538.178309066	115.09561418345179	-208538.178309066	0.15483075769455756	122.00336946243392	15.141180755878798	0.08628980756155341	
59000	-208421.46174297997	-208536.07196409558	114.61022111561951	-208536.07196409558	0.15379017473035403	121.51797639460165	16.930788504757203	0.1223059283247024	
60000	-208422.4817694106	-208537.9114015343	115.42963212370847	-208537.9114015343	0.15382395307149643	122.33738740269061	16.406046780182784	0.03739065493133822	
61000	-208413.3646850516	-208528.33823050198	114.97354545036471	-208528.33823050198	0.15251522860157002	121.88130072934685	18.418675593038635	0.014449773569585626	
62000	-208412.26968308486	-208527.35963602617	115.08995294132026	-208527.35963602617	0.15271862339010422	121.9977082203024	20.124782244414146	0.018648683165801785	
63000	-208413.33152793447	-208526.75616226025	113.42463432579584	-208526.75616226025	0.15124354340517754	120.33238960477797	22.03752712679315	0.0037122498450813815	
64000	-208404.78880865654	-208520.20325457232	115.41444591578627	-208520.20325457232	0.15380407657323655	122.32220119476841	18.60176415521031	0.03143277095270014	
65000	-208407.04097644234	-208522.95055394797	115.9095775056258	-208522.95055394797	0.15056969699603936	122.81733278460794	17.39565058073131	0.01395013993522658	
66000	-208409.535459469	-208524.72850177626	115.19304230725204	-208524.72850177626	0.15065078264306986	122.10079758623418	18.36573908660292	0.048696200807360084	
67000	-208414.09387303257	-208527.65010192018	113.55622888759684	-208527.65010192018	0.1536148762773587	120.46398416657898	13.544993848245927	0.17767950474194755	
68000	-208416.08025131136	-208531.3053692097	115.22511789832892	-208531.3053692097	0.1498695110524549	122.13287317731105	14.625131065711587	0.02113491299944898	
69000	-208420.61848868872	-208534.97598845916	114.3574997704452	-208534.97598845916	0.15163706009700645	121.26525504942734	14.509423470824398	0.058504290423665006	
70000	-208428.0271896248	-208539.74707820843	111.71988858364247	-208539.74707820843	0.14883265619789063	118.62764386262461	24.54556628410637	0.01780860836511577	
71000	-208424.31335789128	-208539.4270575248	115.11369963351001	-208539.4270575248	0.14931255818987474	122.02145491249215	18.383323570764613	0.07331094240405024	
72000	-208430.7247853715	-208545.44330536286	114.7185199913455	-208545.44330536286	0.15393087379951373	121.62627527032764	15.455361480125761	0.050064914203980106	
73000	-208415.8363144914	-208531.3721908935	115.53587640211722	-208531.3721908935	0.15229927795112522	122.44363168109936	16.276450354179495	0.011128047422002749	
74000	-208421.337430978	-208534.81446205202	113.47703107403008	-208534.81446205202	0.15255384638254074	120.38478635301222	13.992460615700514	0.2085586386062343	
75000	-208431.27081526208	-208545.78588916772	114.51507390564376	-208545.78588916772	0.15141864096030835	121.4228291846259	14.331764655245953	0.07310537933475247	
76000	-208425.4207227691	-208540.72639652673	115.30567375761598	-208540.72639652673	0.15166551563989963	122.21342903659811	15.257202925378799	0.01618877435145605	
77000	-208417.31314586537	-208531.1139599117	113.80081404632294	-208531.1139599117	0.15225645556113285	120.70856932530508	13.399724626225412	0.009068416496466824	
78000	-208414.10548911893	-208528.73863971885	114.63315059991609	-208528.73863971885	0.15409335485392114	121.54090587889823	18.730195297332767	0.040062704549730224	
79000	-208418.63315664697	-208531.8307679316	113.19761128460358	-208531.8307679316	0.1527207992338497	120.10536656358572	14.05495407066465	0.2845657843321492	
80000	-208420.29305451113	-208534.70486452396	114.41181001283209	-208534.70486452396	0.14974453711614516	121.31956529181423	15.011732789051749	0.20493801477587983	
81000	-208415.56039589868	-208531.4899941077	115.92959820901685	-208531.4899941077	0.14974453711614516	122.83735348799898	16.353573694232406	0.05661961642874111	
82000	-208418.74609205328	-208534.45042584676	115.70433379347534	-208534.45042584676	0.14930523021996633	122.61208907245748	16.184384337368073	0.07528493126816202	
83000	-208419.2582444787	-208533.9189945074	114.66075002869516	-208533.9189945074	0.15039142688490342	121.5685053076773	19.07569152847505	0.08141134637870844	
84000	-208420.44394189786	-208534.88580322242	114.44186132457573	-208534.88580322242	0.151450360193313	121.34961660355786	16.565152663745728	0.14863827155059245	
85000	-208420.1333027623	-208535.33435007822	115.20104731593787	-208535.33435007822	0.14932590462347345	122.10880259492001	16.11569245178953	0.095106494147239	
86000	-208418.87598852383	-208533.47812581703	114.60213729320756	-208533.47812581703	0.15114301695232138	121.5098925721897	14.899715554443077	0.13848050872760595	
87000	-208420.29713718244	-208533.7181373831	113.42100020068222	-208533.7181373831	0.15244983675178791	120.32875547966435	17.241540279667642	0.2154391832853588	
88000	-208410.03157518082	-208525.14173646388	115.11016128304418	-208525.14173646388	0.15274825477886822	122.01791656202631	16.634970926601675	0.11584686857099648	
89000	-208411.91112192554	-208526.28722040122	114.37609847567818	-208526.28722040122	0.15092851119061143	121.28385375466031	21.122060933160185	0.04581956173831509	
90000	-208415.15799645413	-208527.35906497532	112.2010685211969	-208527.35906497532	0.15503571724430312	119.10882380017904	12.036146401906604	0.1132304661227508	
91000	-208412.17226367755	-208526.6177888678	114.44552519024032	-208526.6177888678	0.1501546848378357	121.35328046922245	17.06203480993186	0.14896572669336644	
92000	-208410.81244076195	-208526.31611914563	115.50367838368811	-208526.31611914563	0.1528178103819646	122.41143366267025	19.83953078223134	0.03070526219242955	
93000	-208412.93092797537	-208529.4831644043	116.55223642892693	-208529.4831644043	0.15150374907070166	123.45999170790907	17.33698076927595	0.029552839229488412	
94000	-208419.0860882885	-208532.29764393257	113.21155564407378	-208532.29764393257	0.15126261858061218	120.11931092305592	12.62552228805628	0.1256492431286481	
95000	-208414.92428752818	-208529.08566755953	114.16138003135038	-208529.08566755953	0.15126261858061218	121.06913531033251	16.868645468827005	0.1808696682670534	
96000	-208409.9360235526	-208524.33986224522	114.40383869261773	-208524.33986224522	0.15364580787722157	121.31159397159986	15.178364595775623	0.09129150096506745	
97000	-208419.78170710377	-208534.0628930455	114.28118594174724	-208534.0628930455	0.15364580787722157	121.18894122072938	17.90629037287849	0.09017376953460757	
98000	-208425.5886517035	-208541.52994624904	115.94129454553274	-208541.52994624904	0.15046542055253725	122.84904982451488	15.278498480017813	0.020924844648097983	
99000	-208417.91119045793	-208531.30136433753	113.39017387959125	-208531.30136433753	0.1531683496849605	120.29792915857338	13.477488314134355	0.11326517698381965	
100000	-208416.00750099047	-208531.33944413473	115.33194314427794	-208531.33944413473	0.15173627167433787	122.23969842326008	17.94690687379521	0.0013788220525862945	
101000	-208414.0956062501	-208528.54547363345	114.4498673833507	-208528.54547363345	0.15485921175518635	121.35762266233284	15.276810216830555	0.07324409777016432	
102000	-208418.00970989885	-208530.9036041165	112.89389421765995	-208530.9036041165	0.15296922792650244	119.80164949664209	13.194876258849161	0.2951169636566884	
103000	-208417.1899834922	-208531.54851616948	114.35853267728962	-208531.54851616948	0.14928452183187085	121.26628795627175	19.85950953511855	0.07613471073694	
104000	-208417.8748670878	-208531.92105214368	114.04618505586203	-208531.92105214368	0.15213803169948747	120.95394033484416	14.502513349684657	0.2173201349454702	
105000	-208425.39145169	-208538.88797685865	113.49652516865295	-208538.88797685865	0.1520808648267251	120.40428044763509	22.061847959373406	0.04941927912711258	
106000	-208424.87966170762	-208540.60469220614	115.72503049851358	-208540.60469220614	0.15055478086784774	122.63278577749571	16.61487323992863	0.009089912523304758	
107000	-208424.48122520908	-208538.94890439475	114.46767918568929	-208538.94890439475	0.15212221647899013	121.37543446467143	13.82314230295023	0.01089572766550182	
108000	-208422.64276714379	-208538.2719248657	115.62915772190988	-208538.2719248657	0.15037185896272892	122.53691300089201	17.045003033348472	0.004503780895028113	
109000	-208414.7580685153	-208528.5198275533	113.7617590380039	-208528.5198275533	0.15225755947046415	120.66951431698604	14.778932137583757	0.19463318577610703	
110000	-208416.5832571315	-208526.40718983	109.82393269849845	-208526.40718983	0.15284467980190725	116.73168797748059	14.037465640118624	0.43456907910190734	
111000	-208408.65718401893	-208523.5122588161	114.85507479716442	-208523.5122588161	0.1534636152071948	121.76283007614656	15.924673638222092	0.08531214601540078	
112000	-208408.5383138974	-208524.50710466562	115.96879076819656	-208524.50710466562	0.15210765504361987	122.87654604717869	17.737579036167723	0.03180189792411569	
113000	-208411.42643589622	-208525.31279177617	113.88635587994176	-208525.31279177617	0.15261985249472568	120.7941111589239	13.74253479777212	0.003932745273632026	
114000	-208413.13243522588	-208527.6033236562	114.47088843030056	-208527.6033236562	0.1506786426219605	121.3786437092827	13.633913133212804	0.16850648668408408	
115000	-208420.8312812802	-208534.69709753248	113.86581625228335	-208534.69709753248	0.1537852728889509	120.77357153126549	13.5714782211752	0.0031850124660712997	
116000	-208418.39852445174	-208533.90580631667	115.5072818649431	-208533.90580631667	0.15278309722676509	122.41503714392523	16.495381978555006	0.010704830626791617	
117000	-208422.01277844893	-208535.7321667443	113.71938829536865	-208535.7321667443	0.15184808075301312	120.62714357435078	15.246016979551243	0.2278546793596566	
118000	-208421.11218056723	-208536.07660841465	114.9644278474158	-208536.07660841465	0.15283384002987127	121.87218312639794	18.691344860602122	0.0726926333236809	
119000	-208422.73815034016	-208536.85836721014	114.12021686997983	-208536.85836721014	0.15312020213970445	121.02797214896196	17.19899883638154	0.13931959921241344	
120000	-208418.0958044047	-208532.05292026646	113.95711586175233	-208532.05292026646	0.15444193658374233	120.86487114073446	14.613144113232837	0.12660166790736452	
121000	-208409.8590990463	-208525.76082421804	115.90172517173843	-208525.76082421804	0.15251072654971162	122.80948045072057	18.50367606759694	0.004677825137741237	
122000	-208411.94983357113	-208527.04159059684	115.091757025727	-208527.04159059684	0.15271748525155432	121.99951230470914	18.397969657949638	0.04194839676457949	
123000	-208415.185602296	-208530.0973676712	114.91176537520452	-208530.0973676712	0.15060961259051903	121.81952065418666	16.76848054690509	0.08602852377074909	
124000	-208414.0756461746	-208529.93287301285	115.85722683823671	-208529.93287301285	0.1516927178894601	122.76498211721885	18.723086817674332	0.039607477797863715	
125000	-208413.8432262848	-208529.9111198423	116.06789355747897	-208529.9111198423	0.15004304305278623	122.9756488364611	16.839844596790975	0.04899906389626498	
126000	-208412.91236086984	-208529.11275241894	116.20039154910228	-208529.11275241894	0.1500200188366373	123.10814682808441	15.99826520562173	0.010209320854328855	
127000	-208412.97143901984	-208527.12550899977	114.15406997994307	-208527.12550899977	0.15183523980400115	121.06182525892521	13.595317377028488	0.09245289678723331	
128000	-208416.16389722438	-208531.3777133334	115.21381610903433	-208531.3777133334	0.15116571842419826	122.12157138801646	15.7277182320862	0.06259231243921423	
129000	-208417.44042760445	-208532.9307876811	115.49036007664623	-208532.9307876811	0.15129129453088633	122.39811535562836	16.748671223631458	0.04800144243782372	
130000	-208422.45178143514	-208538.26431290127	115.8125314661198	-208538.26431290127	0.15093621116874414	122.72028674510193	16.622001338808953	0.015030427548860836	
131000	-208422.88189693476	-208537.78265665166	114.90075971690507	-208537.78265665166	0.15149160069165749	121.80851499588721	15.030363907416897	0.040330495097422	
132000	-208425.29518850116	-208539.74778599918	114.4525974980296	-208539.74778599918	0.15414589454772562	121.36035277701174	14.584670496460221	0.02930947118436498	
133000	-208418.99953068548	-208532.77421039532	113.77467970982627	-208532.77421039532	0.1541841236495299	120.68243498880841	14.061992027403344	0.12668460768039067	
134000	-208408.17478189408	-208523.335117523	115.1603356289243	-208523.335117523	0.15195827745244736	122.06809090790644	20.83059177696252	0.010243627118645838	
135000	-208418.8392595027	-208534.31761483147	115.47835532876638	-208534.31761483147	0.15352705694091498	122.38611060774852	17.945374030267587	0.02257561247418887	
136000	-208423.8653290003	-208539.04691257823	115.18158357790648	-208539.04691257823	0.15390400625316447	122.08933885688862	17.548583657864967	0.009770595633275767	
137000	-208426.23540096896	-208541.7285878529	115.49318688395819	-208541.7285878529	0.15315205754951247	122.40094216294032	18.365961792368925	0.0577550230669405	
138000	-208443.6968615366	-208555.22740617485	111.53054463826591	-208555.22740617485	0.15472199442271686	118.43829991724805	11.285843289123218	0.24190354869899866	
139000	-208426.00794083782	-208541.2571061947	115.24916535687323	-208541.2571061947	0.1545169155435953	122.15692063585537	16.87758845478687	0.06595408510708448	
140000	-208419.7860774961	-208535.58862059138	115.80254309529165	-208535.58862059138	0.15128070290868756	122.71029837427379	17.72069973399997	0.03745356321679878	
141000	-208416.84092072124	-208531.41971700915	114.57879628790829	-208531.41971700915	0.15095262314320715	121.48655156689043	14.040066831240003	0.02400353205481872	
142000	-208409.08235309724	-208524.1310691145	115.04871601724851	-208524.1310691145	0.15160450171610812	121.95647129623065	17.14758396338754	0.08232285187388012	
143000	-208411.2632080335	-208526.0203440746	114.75713604111229	-208526.0203440746	0.1505862992555584	121.66489132009443	18.308836949620282	0.07860024337009326	
144000	-208411.8805209313	-208524.21983216226	112.33931123096384	-208524.21983216226	0.15030541382008647	119.24706650994598	14.014337919310142	0.3077809902928959	
145000	-208409.61659914345	-208524.0039103779	114.38731123445571	-208524.0039103779	0.15178538103406833	121.29506651343785	14.691212184906991	0.1249138598963963	
146000	-208413.81335767108	-208527.3130590509	113.49970137983308	-208527.3130590509	0.15030241089384289	120.40745665881522	21.346072890870506	0.07542870591935426	
147000	-208419.8216801108	-208534.88494565172	115.0632655409251	-208534.88494565172	0.1504048750669308	121.97102081990724	15.990322477090949	0.016038052534415388	
148000	-208415.7407993798	-208529.87532089648	114.1345215166837	-208529.87532089648	0.15327421300849114	121.04227679566584	17.72263267550866	0.10665519337828008	
149000	-208413.19681431388	-208527.8362426862	114.6394283723078	-208527.8362426862	0.15292983245985112	121.54718365128994	13.895136754627453	0.08165708414862732	
150000	-208410.6836400878	-208526.62411598492	115.94047589709845	-208526.62411598492	0.15040175224980348	122.84823117608059	18.663854778792736	0.02726683483355324	
151000	-208411.62262673333	-208527.6132691596	115.99064242628215	-208527.6132691596	0.15279927847082986	122.89839770526429	17.125039340083372	7.174029635806031E-5	
152000	-208408.79332662598	-208524.6454137413	115.85208711532732	-208524.6454137413	0.15058052700048657	122.75984239430946	17.819145435274823	0.017755848343186557	
153000	-208410.79060174924	-208526.47645006	115.68584831076355	-208526.47645006	0.1498158680488524	122.59360358974568	15.973677073867929	0.07147076161936533	
